cellMarker,shortname
SOSTDC1,Schwann Cell
GPX8,Schwann Cell
CDKN1C,Schwann Cell
PLTP,Schwann Cell
CAB39L,Schwann Cell
MCEE,Schwann Cell
SUCLA2,Schwann Cell
MRPS6,Schwann Cell
MT3,Schwann Cell
NDUFA11,Schwann Cell
COX20,Schwann Cell
ATP5MD,Schwann Cell
SNHG11,Neuron
MEG3,Neuron
SCRG1,Precursor Cell
RTN1,Precursor Cell
TSC22D1,Precursor Cell
BCAN,Precursor Cell
SELENOH,Neuron
DDAH1,Microglial Cell
PLTP,Microglial Cell
GABRB1,Microglial Cell
RDH5,Microglial Cell
NUDCD3,Microglial Cell
TLCD1,Microglial Cell
CCNT2,Microglial Cell
SMPD1,Microglial Cell
MMD2,Microglial Cell
